ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0404,M053,G053-05,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,60-70℃,range,60,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-93d827f4-50e9-45b4-8b24-bf5ddaf8273f,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0405,M017,G017-05,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-23d648ce-7d03-45e3-a5db-ff13dda26c5d,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0406,M050,G050-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-70℃,range,50,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-68c0ccf4-9059-4b50-ad40-95ba3634f0ae,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0407,M097,G097-03,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,110-120℃,range,110,120,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Carbon Platform,110-140℃,stated,140,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-ddb6b06d-707f-4226-9c00-cc16ef778873,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0408,M027,G027-12,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,90-100℃,range,90,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-ef443c43-b15b-4242-8884-dcce385e8f02,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0409,M027,G027-13,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,80-100℃,range,80,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Standard,80℃,stated,80,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-499dacc6-a1e4-4f81-b1ae-8bf1b8e424ec,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0410,M014,G014-03,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-9ecc53a5-f50a-4687-97fc-fab43b1db35b,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0411,M051,G051-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,60-70℃,range,60,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-e5f16b43-cef6-4f3e-ad93-3cc86f93f7e4,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0412,M001,G001-40,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-a47cd225-7892-4788-9c73-bd27bfd791f5,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0413,M075,G075-02,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,<70℃,range,70,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-6f3c0e89-fa56-46b2-ab3d-601ee6b70cf9,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0414,M018,G018-08,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-75a39c51-7d4c-40c4-839d-58f88cbbbf94,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0415,M012,G012-02,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-02f59eef-2adc-4bae-8b08-bfd1a8a278fe,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0416,M001,G001-38,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-1cc08af0-45a6-41af-9b5a-07533ce567f3,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0417,M031,G031-08,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,80-100℃,range,80,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,80℃,stated,80,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-7d61617c-7540-4ae2-88d3-a0d206e5d801,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0418,M082,G082-05,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,PP platform,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-fbfe6e74-b29f-4f0f-a9b3-84aaa6b2fc85,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0419,M035,G035-12,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,100-110℃,range,100,110,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Standard,70-80℃,stated,80,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-46dca9d5-d877-4a9d-b416-3ad38450204a,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0420,M001,G001-41,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-bbd3e778-b424-49b7-b203-058327f2f6fc,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0421,M001,G001-42,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-225ab1bc-a40a-435b-8d20-a2745303674b,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0422,M020,G020-20,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,60-70℃,range,60,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,60-65℃,stated,65,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-ccf53a55-5b58-49fa-b1d9-08f94c0a4b28,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0423,M015,G015-02,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-60℃,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,No processing required,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-cc96ba09-b739-4afb-851f-bcdd5f02dc2b,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0424,M024,G024-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,50-70℃,range,50,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Textured PEI Build Plate,70℃,stated,70,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-433432a8-dfcb-485e-bd8e-a7be94dda4ce,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
